Items,melt,flex,traction,COULEUR,I_CM,I_G,I_F,cendre,I1,I48
PP,37.12,175527.0,858.0,BK,HM,1,RP,11.4,2.0,1.7
PP,37.12,175527.0,858.0,BK,HM,1,RP,11.4,2.0,1.7
PP,37.12,175527.0,858.0,BK,HM,1,RP,11.4,2.0,1.7
PP,37.12,175527.0,858.0,BK,HM,1,RP,11.4,2.0,1.7
PP,37.12,175527.0,858.0,BK,HM,1,RP,11.4,2.0,1.7
PP,37.12,175527.0,858.0,BK,HM,1,RP,11.4,2.0,1.7
PP,37.12,175527.0,858.0,BK,HM,1,RP,11.4,2.0,1.7
PP,37.12,175527.0,858.0,BK,HM,1,RP,11.4,2.0,1.7
PP,37.12,175527.0,858.0,BK,HM,1,RP,11.4,2.0,1.7
PP,37.12,175527.0,858.0,BK,HM,1,RP,11.4,2.0,1.7
PP,37.12,175527.0,858.0,BK,HM,1,RP,11.4,2.0,1.7
PP,37.12,175527.0,858.0,BK,HM,1,RP,11.4,2.0,1.7
PP,37.12,175527.0,858.0,BK,HM,1,RP,11.4,2.0,1.7
PP,37.12,175527.0,858.0,BK,HM,1,RP,11.4,2.0,1.7
PP,37.12,175527.0,858.0,BK,HM,1,RP,11.4,2.0,1.7
PP,37.12,175527.0,858.0,BK,HM,1,RP,11.4,2.0,1.7
PP,37.12,175527.0,858.0,BK,HM,1,RP,11.4,2.0,1.7
PP,37.12,175527.0,858.0,BK,HM,1,RP,11.4,2.0,1.7
PP,37.12,175527.0,858.0,BK,HM,1,RP,11.4,2.0,1.7
PP,38.0,178417.9,800.06,BK,HM,1,RP,11.2,2.0,1.69
PP,37.12,175527.0,858.0,BK,HM,1,RP,11.4,2.0,1.7
PP,37.12,175527.0,858.0,BK,HM,1,RP,11.4,2.0,1.7
PP,37.12,175527.0,858.0,BK,HM,1,RP,11.4,2.0,1.7
PP,37.12,175527.0,858.0,BK,HM,1,RP,11.4,2.0,1.7
PP,37.12,175527.0,858.0,BK,HM,1,RP,11.4,2.0,1.7
PP,37.12,175527.0,858.0,BK,HM,1,RP,11.4,2.0,1.7
PP,37.12,175527.0,858.0,BK,HM,1,RP,11.4,2.0,1.7
PP,37.12,175527.0,858.0,BK,HM,1,RP,11.4,2.0,1.7
PP,37.12,175527.0,858.0,BK,HM,1,RP,11.4,2.0,1.7
PP,37.12,175527.0,858.0,BK,HM,1,RP,11.4,2.0,1.7
PP,37.12,175527.0,858.0,BK,HM,1,RP,11.4,2.0,1.7
PP,37.12,175527.0,858.0,BK,HM,1,RP,11.4,2.0,1.7
PP,38.0,171285.2,1145.4,BK,HM,1,RP,1.76,0.65,0.57
PP,37.49,169139.0,1139.0,BK,HM,1,RP,1.9,1.0,0.54
PP,39.0,170724.5,1162.8,BK,HM,1,RP,2.0,0.62,0.5
PP,37.49,169139.0,1139.0,BK,HM,1,RP,1.9,1.0,0.54
PP,37.49,169139.0,1139.0,BK,HM,1,RP,1.9,1.0,0.54
PP,37.49,169139.0,1139.0,BK,HM,1,RP,1.9,1.0,0.54
PP,37.49,169139.0,1139.0,BK,HM,1,RP,1.9,1.0,0.54
PP,37.49,169139.0,1139.0,BK,HM,1,RP,1.9,1.0,0.54
PP,37.49,169139.0,1139.0,BK,HM,1,RP,1.9,1.0,0.54
PP,37.49,169139.0,1139.0,BK,HM,1,RP,1.9,1.0,0.54
PP,37.49,169139.0,1139.0,BK,HM,1,RP,1.9,1.0,0.54
PP,40.0,176037.7,1159.2,BK,HM,1,RP,2.0,0.64,0.47
PP,37.49,169139.0,1139.0,BK,HM,1,RP,1.9,1.0,0.54
PP,37.49,169139.0,1139.0,BK,HM,1,RP,1.9,1.0,0.54
PP,37.49,169139.0,1139.0,BK,HM,1,RP,1.9,1.0,0.54
PP,37.49,169139.0,1139.0,BK,HM,1,RP,1.9,1.0,0.54
PP,37.49,169139.0,1139.0,BK,HM,1,RP,1.9,1.0,0.54
PP,37.49,169139.0,1139.0,BK,HM,1,RP,1.9,1.0,0.54
PP,37.49,169139.0,1139.0,BK,HM,1,RP,1.9,1.0,0.54
PP,37.49,169139.0,1139.0,BK,HM,1,RP,1.9,1.0,0.54
PP,37.49,169139.0,1139.0,BK,HM,1,RP,1.9,1.0,0.54
PP,37.49,169139.0,1139.0,BK,HM,1,RP,1.9,1.0,0.54
PP,37.49,169139.0,1139.0,BK,HM,1,RP,1.9,1.0,0.54
PP,37.49,169139.0,1139.0,BK,HM,1,RP,1.9,1.0,0.54
PP,37.49,169139.0,1139.0,BK,HM,1,RP,1.9,1.0,0.54
PP,37.49,169139.0,1139.0,BK,HM,1,RP,1.9,1.0,0.54
PP,37.49,169139.0,1139.0,BK,HM,1,RP,1.9,1.0,0.54
PP,37.49,169139.0,1139.0,BK,HM,1,RP,1.9,1.0,0.54
PP,37.49,169139.0,1139.0,BK,HM,1,RP,1.9,1.0,0.54
PP,37.49,169139.0,1139.0,BK,HM,1,RP,1.9,1.0,0.54
PP,37.49,169139.0,1139.0,BK,HM,1,RP,1.9,1.0,0.54
PP,37.49,169139.0,1139.0,BK,HM,1,RP,1.9,1.0,0.54
PP,37.49,169139.0,1139.0,BK,HM,1,RP,1.9,1.0,0.54
PP,37.49,169139.0,1139.0,BK,HM,1,RP,1.9,1.0,0.54
PP,37.49,169139.0,1139.0,BK,HM,1,RP,1.9,1.0,0.54
PP,37.49,169139.0,1139.0,BK,HM,1,RP,1.9,1.0,0.54
PP,37.49,169139.0,1139.0,BK,HM,1,RP,1.9,1.0,0.54
PP,37.49,169139.0,1139.0,BK,HM,1,RP,1.9,1.0,0.54
HIPS,7.1,277199.2,892.62,BK,X,1,RP,5.5,1.6,1.6
PS,5.3,355603.2,1254.2,MIX,X,1,RP,0.5,0.99,0.7
PS,5.03,367102.0,1344.0,MIX,X,1,RP,0.5,1.0,0.65
PS,5.0,378600.4,1433.6,MIX,X,1,RP,0.49,0.71,0.6
PS,5.03,367102.0,1344.0,MIX,X,1,RP,0.5,1.0,0.65
PS,5.03,367102.0,1344.0,MIX,X,1,RP,0.5,1.0,0.65
PS,5.03,367102.0,1344.0,MIX,X,1,RP,0.5,1.0,0.65
PS,5.03,367102.0,1344.0,MIX,X,1,RP,0.5,1.0,0.65
PS,5.03,367102.0,1344.0,MIX,X,1,RP,0.5,1.0,0.65
PS,5.03,367102.0,1344.0,MIX,X,1,RP,0.5,1.0,0.65
PS,5.03,367102.0,1344.0,MIX,X,1,RP,0.5,1.0,0.65
PS,5.03,367102.0,1344.0,MIX,X,1,RP,0.5,1.0,0.65
HIPS,5.7,291229.7,964.54,BK,X,1,RP,3.4,1.7,1.8
HIPS,5.06,296218.0,980.0,BK,X,1,RP,3.9,2.0,1.59
HIPS,5.06,296218.0,980.0,BK,X,1,RP,3.9,2.0,1.59
HIPS,5.06,296218.0,980.0,BK,X,1,RP,3.9,2.0,1.59
HIPS,5.06,296218.0,980.0,BK,X,1,RP,3.9,2.0,1.59
HIPS,5.06,296218.0,980.0,BK,X,1,RP,3.9,2.0,1.59
HIPS,5.06,296218.0,980.0,BK,X,1,RP,3.9,2.0,1.59
HIPS,5.06,296218.0,980.0,BK,X,1,RP,3.9,2.0,1.59
-,5.06,302516.0,985.0,BK,X,1,RP,3.9,2.0,1.46
-,5.06,302516.0,985.0,BK,X,1,RP,3.9,2.0,1.46
-,5.06,302516.0,985.0,BK,X,1,RP,3.9,2.0,1.46
-,5.06,302516.0,985.0,BK,X,1,RP,3.9,2.0,1.46
-,5.06,302516.0,985.0,BK,X,1,RP,3.9,2.0,1.46
-,5.06,302516.0,985.0,BK,X,1,RP,3.9,2.0,1.46
PPH,41.0,182755.8,1137.2,BK,HM,1,RP,2.1,0.8,0.69
PPH,35.47,177417.0,1117.0,BK,HM,1,RP,2.4,1.0,0.66
PPH,34.0,182517.2,1129.0,BK,HM,1,RP,3.0,0.91,0.68
PPH,35.47,177417.0,1117.0,BK,HM,1,RP,2.4,1.0,0.66
PPH,35.47,177417.0,1117.0,BK,HM,1,RP,2.4,1.0,0.66
PPH,35.47,177417.0,1117.0,BK,HM,1,RP,2.4,1.0,0.66
PPH,35.47,177417.0,1117.0,BK,HM,1,RP,2.4,1.0,0.66
PPH,35.47,177417.0,1117.0,BK,HM,1,RP,2.4,1.0,0.66
PPH,35.47,177417.0,1117.0,BK,HM,1,RP,2.4,1.0,0.66
PPH,35.47,177417.0,1117.0,BK,HM,1,RP,2.4,1.0,0.66
PPH,35.47,177417.0,1117.0,BK,HM,1,RP,2.4,1.0,0.66
HIPS,6.5,313757.7,1011.04,BK,X,1,RP,5.7,1.63,1.64
HIPS,6.25,311247.0,1013.0,BK,X,1,RP,4.9,2.0,1.69
HIPS,6.3,318252.6,1016.4,BK,X,1,RP,5.4,1.64,1.6
HIPS,6.25,311247.0,1013.0,BK,X,1,RP,4.9,2.0,1.69
HIPS,6.25,311247.0,1013.0,BK,X,1,RP,4.9,2.0,1.69
HIPS,6.25,311247.0,1013.0,BK,X,1,RP,4.9,2.0,1.69
HIPS,6.25,311247.0,1013.0,BK,X,1,RP,4.9,2.0,1.69
HIPS,6.25,311247.0,1013.0,BK,X,1,RP,4.9,2.0,1.69
HIPS,6.25,311247.0,1013.0,BK,X,1,RP,4.9,2.0,1.69
HIPS,6.25,311247.0,1013.0,BK,X,1,RP,4.9,2.0,1.69
HIPS,6.25,311247.0,1013.0,BK,X,1,RP,4.9,2.0,1.69
HIPS,5.7,325669.9,1004.94,BK,X,1,RP,5.0,1.51,1.62
HIPS,6.25,311247.0,1013.0,BK,X,1,RP,4.9,2.0,1.69
HIPS,6.25,311247.0,1013.0,BK,X,1,RP,4.9,2.0,1.69
HIPS,6.25,311247.0,1013.0,BK,X,1,RP,4.9,2.0,1.69
HIPS,6.25,311247.0,1013.0,BK,X,1,RP,4.9,2.0,1.69
HIPS,6.25,311247.0,1013.0,BK,X,1,RP,4.9,2.0,1.69
HIPS,6.25,311247.0,1013.0,BK,X,1,RP,4.9,2.0,1.69
HIPS,6.25,311247.0,1013.0,BK,X,1,RP,4.9,2.0,1.69
HIPS,6.25,311247.0,1013.0,BK,X,1,RP,4.9,2.0,1.69
HIPS,5.2,317191.3,1013.2,BK,X,1,RP,4.2,1.8,1.71
HIPS,6.25,311247.0,1013.0,BK,X,1,RP,4.9,2.0,1.69
HIPS,6.25,311247.0,1013.0,BK,X,1,RP,4.9,2.0,1.69
HIPS,6.25,311247.0,1013.0,BK,X,1,RP,4.9,2.0,1.69
HIPS,5.2,311227.9,1019.6,BK,X,1,RP,5.0,1.79,1.71
HIPS,6.25,311247.0,1013.0,BK,X,1,RP,4.9,2.0,1.69
HIPS,6.25,311247.0,1013.0,BK,X,1,RP,4.9,2.0,1.69
HIPS,6.25,311247.0,1013.0,BK,X,1,RP,4.9,2.0,1.69
HIPS,6.25,311247.0,1013.0,BK,X,1,RP,4.9,2.0,1.69
PP,27.0,181142.5,911.28,BK,INJ,1,RP,3.2,1.3,1.1
PP,31.0,212016.6,1140.0,BK,HM,1,RP,5.1,1.0,0.84
PP,30.5,209467.0,1041.42,BK,HM,1,RP,5.1,1.0,1.0
HIPS,5.32,354204.6,1127.2,BK,X,1,RP,4.28,1.68,1.63
HIPS,5.15,361864.0,1116.0,BK,X,1,RP,4.5,2.0,1.57
HIPS,5.15,361864.0,1116.0,BK,X,1,RP,4.5,2.0,1.57
HIPS,5.15,361864.0,1116.0,BK,X,1,RP,4.5,2.0,1.57
HIPS,5.15,361864.0,1116.0,BK,X,1,RP,4.5,2.0,1.57
HIPS,5.15,361864.0,1116.0,BK,X,1,RP,4.5,2.0,1.57
HIPS,5.15,361864.0,1116.0,BK,X,1,RP,4.5,2.0,1.57
HIPS,5.15,361864.0,1116.0,BK,X,1,RP,4.5,2.0,1.57
HIPS,5.15,361864.0,1116.0,BK,X,1,RP,4.5,2.0,1.57
HIPS,5.15,361864.0,1116.0,BK,X,1,RP,4.5,2.0,1.57
HIPS,4.4,358570.3,1038.4,BK,X,1,RP,4.4,1.69,1.72
HIPS,5.15,361864.0,1116.0,BK,X,1,RP,4.5,2.0,1.57
HIPS,5.15,361864.0,1116.0,BK,X,1,RP,4.5,2.0,1.57
HIPS,5.15,361864.0,1116.0,BK,X,1,RP,4.5,2.0,1.57
HIPS,5.15,361864.0,1116.0,BK,X,1,RP,4.5,2.0,1.57
HIPS,5.15,361864.0,1116.0,BK,X,1,RP,4.5,2.0,1.57
HIPS,5.15,361864.0,1116.0,BK,X,1,RP,4.5,2.0,1.57
HIPS,5.15,361864.0,1116.0,BK,X,1,RP,4.5,2.0,1.57
HIPS,5.15,361864.0,1116.0,BK,X,1,RP,4.5,2.0,1.57
HIPS,6.4,379075.0,1175.4,BK,X,1,RP,5.3,1.23,1.28
PPH,34.25,192033.0,1231.0,BK,HM,1,RP,1.4,1.0,0.57
PPH,34.25,192033.0,1231.0,BK,HM,1,RP,1.4,1.0,0.57
PPH,34.25,192033.0,1231.0,BK,HM,1,RP,1.4,1.0,0.57
PPH,34.25,192033.0,1231.0,BK,HM,1,RP,1.4,1.0,0.57
PPH,34.25,192033.0,1231.0,BK,HM,1,RP,1.4,1.0,0.57
PPH,34.25,192033.0,1231.0,BK,HM,1,RP,1.4,1.0,0.57
PPH,34.25,192033.0,1231.0,BK,HM,1,RP,1.4,1.0,0.57
PPH,34.25,192033.0,1231.0,BK,HM,1,RP,1.4,1.0,0.57
PPH,34.25,192033.0,1231.0,BK,HM,1,RP,1.4,1.0,0.57
PPH,32.0,178717.1,1174.0,BK,HM,1,RP,1.2,0.75,0.63
PPH,34.25,192033.0,1231.0,BK,HM,1,RP,1.4,1.0,0.57
ABS,2.76,342668.2,1741.8,BK,X,S,RP,3.23,3.01,2.83
ABS,3.06,344825.0,1789.0,BK,X,S,RP,2.9,3.0,3.05
ABS,2.76,350248.6,1856.8,BK,X,S,RP,3.1,2.96,2.96
ABS,3.06,344825.0,1789.0,BK,X,S,RP,2.9,3.0,3.05
ABS,2.8,360691.6,1825.8,BK,X,S,RP,3.03,3.27,3.12
ABS,3.06,344825.0,1789.0,BK,X,S,RP,2.9,3.0,3.05
ABS,3.06,344825.0,1789.0,BK,X,S,RP,2.9,3.0,3.05
PPH,34.0,165553.1,1159.8,BK,HM,1,RP,1.85,0.71,0.72
PPH,42.84,182345.0,1181.0,BK,HM,1,RP,1.7,1.0,0.64
PPH,58.0,196915.0,1246.2,BK,HM,1,RP,1.8,0.51,0.49
PPH,42.84,182345.0,1181.0,BK,HM,1,RP,1.7,1.0,0.64
PPH,42.84,182345.0,1181.0,BK,HM,1,RP,1.7,1.0,0.64
PPH,42.84,182345.0,1181.0,BK,HM,1,RP,1.7,1.0,0.64
PPH,42.84,182345.0,1181.0,BK,HM,1,RP,1.7,1.0,0.64
PPH,42.84,182345.0,1181.0,BK,HM,1,RP,1.7,1.0,0.64
PPH,42.84,182345.0,1181.0,BK,HM,1,RP,1.7,1.0,0.64
PPH,42.84,182345.0,1181.0,BK,HM,1,RP,1.7,1.0,0.64
PPH,42.84,182345.0,1181.0,BK,HM,1,RP,1.7,1.0,0.64
PPH,39.8,184567.6,1137.0,BK,HM,1,RP,1.6,0.71,0.71
PPH,42.84,182345.0,1181.0,BK,HM,1,RP,1.7,1.0,0.64
PPH,42.84,182345.0,1181.0,BK,HM,1,RP,1.7,1.0,0.64
PPH,42.84,182345.0,1181.0,BK,HM,1,RP,1.7,1.0,0.64
PPH,42.84,182345.0,1181.0,BK,HM,1,RP,1.7,1.0,0.64
PPH,42.84,182345.0,1181.0,BK,HM,1,RP,1.7,1.0,0.64
PPH,34.25,192033.0,1231.0,BK,HM,1,RP,1.4,1.0,0.57
PP,22.0,161637.6,862.04,BK,INJ,1,RP,3.6,11.3,8.2
PP,24.0,160173.6,858.2,BK,INJ,1,RP,3.66,12.08,10.7
PP,23.08,153537.0,858.0,BK,INJ,1,RP,3.7,11.0,212.49
PP,23.08,153537.0,858.0,BK,INJ,1,RP,3.7,11.0,212.49
PP,23.08,153537.0,858.0,BK,INJ,1,RP,3.7,11.0,212.49
PP,23.08,153537.0,858.0,BK,INJ,1,RP,3.7,11.0,212.49
PP,23.08,153537.0,858.0,BK,INJ,1,RP,3.7,11.0,212.49
PP,23.08,153537.0,858.0,BK,INJ,1,RP,3.7,11.0,212.49
PP,23.08,153537.0,858.0,BK,INJ,1,RP,3.7,11.0,212.49
PP,23.08,153537.0,858.0,BK,INJ,1,RP,3.7,11.0,212.49
PP,25.8,150921.8,861.92,BK,INJ,1,RP,4.0,11.55,10.25
PP,23.08,153537.0,858.0,BK,INJ,1,RP,3.7,11.0,212.49
PP,23.08,153537.0,858.0,BK,INJ,1,RP,3.7,11.0,212.49
PP,23.08,153537.0,858.0,BK,INJ,1,RP,3.7,11.0,212.49
PP,23.08,153537.0,858.0,BK,INJ,1,RP,3.7,11.0,212.49
PP,23.08,153537.0,858.0,BK,INJ,1,RP,3.7,11.0,212.49
PP,23.08,153537.0,858.0,BK,INJ,1,RP,3.7,11.0,212.49
PP,23.08,153537.0,858.0,BK,INJ,1,RP,3.7,11.0,212.49
PP,23.08,153537.0,858.0,BK,INJ,1,RP,3.7,11.0,212.49
PP,23.14,148028.0,861.8,BK,INJ,1,RP,2.52,11.19,1023.0
PP,23.08,153537.0,858.0,BK,INJ,1,RP,3.7,11.0,212.49
PP,23.08,153537.0,858.0,BK,INJ,1,RP,3.7,11.0,212.49
PP,23.08,153537.0,858.0,BK,INJ,1,RP,3.7,11.0,212.49
PP,23.08,153537.0,858.0,BK,INJ,1,RP,3.7,11.0,212.49
PP,23.08,153537.0,858.0,BK,INJ,1,RP,3.7,11.0,212.49
PP,23.6,146926.1,845.5,BK,INJ,1,RP,3.92,11.3,10.29
PP,23.08,153537.0,858.0,BK,INJ,1,RP,3.7,11.0,212.49
PP,23.08,153537.0,858.0,BK,INJ,1,RP,3.7,11.0,212.49
PP,23.08,153537.0,858.0,BK,INJ,1,RP,3.7,11.0,212.49
PP,23.08,153537.0,858.0,BK,INJ,1,RP,3.7,11.0,212.49
PP,35.6,177803.1,1010.28,MIX,INJ,1,RG,3.0,1.35,1.17
PPH,32.4,198970.5,1214.2,BK,HM,1,RP,2.4,0.52,0.47
PPH,31.0,205936.1,1238.0,BK,HM,1,RP,1.9,0.52,0.49
PPH,32.0,199840.1,1254.0,BK,HM,1,RP,1.7,0.51,0.51
PP,28.0,176964.4,969.14,BK,INJ,1,RP,2.7,1.22,1.08
PP,26.0,175770.5,1020.33,BK,INJ,1,RP,2.22,1.55,1.35
PP,22.47,171224.0,1008.0,BK,INJ,1,RP,2.5,1.0,1.26
PP,25.3,176012.5,1030.2,BK,INJ,1,RP,1.28,1.3,1.26
PP,22.47,171224.0,1008.0,BK,INJ,1,RP,2.5,1.0,1.26
PP,22.47,171224.0,1008.0,BK,INJ,1,RP,2.5,1.0,1.26
PP,22.47,171224.0,1008.0,BK,INJ,1,RP,2.5,1.0,1.26
PP,22.47,171224.0,1008.0,BK,INJ,1,RP,2.5,1.0,1.26
PP,22.47,171224.0,1008.0,BK,INJ,1,RP,2.5,1.0,1.26
PP,22.47,171224.0,1008.0,BK,INJ,1,RP,2.5,1.0,1.26
PP,22.47,171224.0,1008.0,BK,INJ,1,RP,2.5,1.0,1.26
PP,22.47,171224.0,1008.0,BK,INJ,1,RP,2.5,1.0,1.26
PP,22.68,173802.2,1025.6,BK,INJ,1,RP,0.97,1.29,1.26
PP,22.47,171224.0,1008.0,BK,INJ,1,RP,2.5,1.0,1.26
PP,22.47,171224.0,1008.0,BK,INJ,1,RP,2.5,1.0,1.26
PP,22.47,171224.0,1008.0,BK,INJ,1,RP,2.5,1.0,1.26
PP,22.47,171224.0,1008.0,BK,INJ,1,RP,2.5,1.0,1.26
PP,22.47,171224.0,1008.0,BK,INJ,1,RP,2.5,1.0,1.26
PP,22.47,171224.0,1008.0,BK,INJ,1,RP,2.5,1.0,1.26
PP,22.47,171224.0,1008.0,BK,INJ,1,RP,2.5,1.0,1.26
PP,22.47,171224.0,1008.0,BK,INJ,1,RP,2.5,1.0,1.26
PP,22.47,171224.0,1008.0,BK,INJ,1,RP,2.5,1.0,1.26
PP,22.47,171224.0,1008.0,BK,INJ,1,RP,2.5,1.0,1.26
PP,22.47,171224.0,1008.0,BK,INJ,1,RP,2.5,1.0,1.26
PP,22.47,171224.0,1008.0,BK,INJ,1,RP,2.5,1.0,1.26
PP,22.47,171224.0,1008.0,BK,INJ,1,RP,2.5,1.0,1.26
PP,22.47,171224.0,1008.0,BK,INJ,1,RP,2.5,1.0,1.26
PP,22.47,171224.0,1008.0,BK,INJ,1,RP,2.5,1.0,1.26
PP,22.47,171224.0,1008.0,BK,INJ,1,RP,2.5,1.0,1.26
PP,22.47,171224.0,1008.0,BK,INJ,1,RP,2.5,1.0,1.26
PP,22.47,171224.0,1008.0,BK,INJ,1,RP,2.5,1.0,1.26
PP,22.47,171224.0,1008.0,BK,INJ,1,RP,2.5,1.0,1.26
PP,22.47,171224.0,1008.0,BK,INJ,1,RP,2.5,1.0,1.26
PP,22.47,171224.0,1008.0,BK,INJ,1,RP,2.5,1.0,1.26
PP,22.47,171224.0,1008.0,BK,INJ,1,RP,2.5,1.0,1.26
PP,22.47,171224.0,1008.0,BK,INJ,1,RP,2.5,1.0,1.26
PP,22.47,171224.0,1008.0,BK,INJ,1,RP,2.5,1.0,1.26
PP,22.47,171224.0,1008.0,BK,INJ,1,RP,2.5,1.0,1.26
PP,22.47,171224.0,1008.0,BK,INJ,1,RP,2.5,1.0,1.26
PP,22.47,171224.0,1008.0,BK,INJ,1,RP,2.5,1.0,1.26
PP,22.47,171224.0,1008.0,BK,INJ,1,RP,2.5,1.0,1.26
PP,22.47,171224.0,1008.0,BK,INJ,1,RP,2.5,1.0,1.26
PP,22.47,171224.0,1008.0,BK,INJ,1,RP,2.5,1.0,1.26
PP,22.47,171224.0,1008.0,BK,INJ,1,RP,2.5,1.0,1.26
PP,22.47,171224.0,1008.0,BK,INJ,1,RP,2.5,1.0,1.26
PP,19.0,160009.0,958.68,BK,INJ,1,RP,1.85,1.47,1.32
PP,22.47,171224.0,1008.0,BK,INJ,1,RP,2.5,1.0,1.26
PP,22.47,171224.0,1008.0,BK,INJ,1,RP,2.5,1.0,1.26
PP,22.47,171224.0,1008.0,BK,INJ,1,RP,2.5,1.0,1.26
PP,22.47,171224.0,1008.0,BK,INJ,1,RP,2.5,1.0,1.26
PP,22.47,171224.0,1008.0,BK,INJ,1,RP,2.5,1.0,1.26
PP,22.47,171224.0,1008.0,BK,INJ,1,RP,2.5,1.0,1.26
PP,22.47,171224.0,1008.0,BK,INJ,1,RP,2.5,1.0,1.26
PP,22.47,171224.0,1008.0,BK,INJ,1,RP,2.5,1.0,1.26
PP,26.7,168582.1,986.72,BK,INJ,1,RP,1.78,1.37,1.26
PP,22.47,171224.0,1008.0,BK,INJ,1,RP,2.5,1.0,1.26
PP,22.47,171224.0,1008.0,BK,INJ,1,RP,2.5,1.0,1.26
PP,22.47,171224.0,1008.0,BK,INJ,1,RP,2.5,1.0,1.26
PP,21.0,121567.7,688.96,BK,INJ,S,RP,2.2,11.66,11.12
PP,19.41,132122.0,724.0,BK,INJ,S,RP,2.2,12.0,11.49
PP,19.41,132122.0,724.0,BK,INJ,S,RP,2.2,12.0,11.49
PP,19.41,132122.0,724.0,BK,INJ,S,RP,2.2,12.0,11.49
PP,19.41,132122.0,724.0,BK,INJ,S,RP,2.2,12.0,11.49
PP,19.41,132122.0,724.0,BK,INJ,S,RP,2.2,12.0,11.49
PP,19.41,132122.0,724.0,BK,INJ,S,RP,2.2,12.0,11.49
PP,18.85,140906.3,740.04,BK,INJ,S,RP,2.83,12.21,11.68
PP,19.41,132122.0,724.0,BK,INJ,S,RP,2.2,12.0,11.49
PP,19.41,132122.0,724.0,BK,INJ,S,RP,2.2,12.0,11.49
PP,19.41,132122.0,724.0,BK,INJ,S,RP,2.2,12.0,11.49
PPH,38.44,185236.5,1192.0,BK,HM,1,RP,1.92,0.55,0.46
PP,4.6,183921.0,1006.52,BK,INJ,1,RP,1.46,12.0,8.9
PP,4.88,171263.9,918.66,BK,INJ,1,RP,1.94,12.63,11.7
PP,12.88,140617.2,828.35,BK,INJ,1,RP,3.45,13.27,12.8
PP,10.82,134229.5,846.52,BK,INJ,1,RP,3.75,14.0,12.72
PP,22.47,171224.0,1008.0,BK,INJ,1,RP,2.5,1.0,1.26
PP,22.47,171224.0,1008.0,BK,INJ,1,RP,2.5,1.0,1.26
-,22.47,175892.0,1023.0,BK,INJ,1,RP,2.5,1.0,1.26
-,22.47,175892.0,1023.0,BK,INJ,1,RP,2.5,1.0,1.26
-,22.47,175892.0,1023.0,BK,INJ,1,RP,2.5,1.0,1.26
-,22.47,175892.0,1023.0,BK,INJ,1,RP,2.5,1.0,1.26
-,22.47,175892.0,1023.0,BK,INJ,1,RP,2.5,1.0,1.26
-,22.47,175892.0,1023.0,BK,INJ,1,RP,2.5,1.0,1.26
-,22.47,175892.0,1023.0,BK,INJ,1,RP,2.5,1.0,1.26
PP,39.0,146229.1,963.96,BK,HM,1,RP,2.3,0.85,0.79
PP,47.0,146711.6,943.84,BK,HM,1,RP,1.8,0.94,0.86
PP,48.91,152192.0,986.0,BK,HM,1,RP,2.4,1.0,0.84
PP,35.4,172250.6,1090.0,BK,HM,1,RP,2.4,0.99,0.89
PP,48.91,152192.0,986.0,BK,HM,1,RP,2.4,1.0,0.84
PP,48.91,152192.0,986.0,BK,HM,1,RP,2.4,1.0,0.84
PP,48.91,152192.0,986.0,BK,HM,1,RP,2.4,1.0,0.84
PP,48.91,152192.0,986.0,BK,HM,1,RP,2.4,1.0,0.84
PP,48.91,152192.0,986.0,BK,HM,1,RP,2.4,1.0,0.84
PP,48.91,152192.0,986.0,BK,HM,1,RP,2.4,1.0,0.84
PP,48.91,152192.0,986.0,BK,HM,1,RP,2.4,1.0,0.84
PP,48.91,152192.0,986.0,BK,HM,1,RP,2.4,1.0,0.84
PP,69.02,143577.9,945.56,BK,HM,1,RP,2.6,0.99,0.8
PP,48.91,152192.0,986.0,BK,HM,1,RP,2.4,1.0,0.84
PP,48.91,152192.0,986.0,BK,HM,1,RP,2.4,1.0,0.84
PP,48.91,152192.0,986.0,BK,HM,1,RP,2.4,1.0,0.84
PP,48.91,152192.0,986.0,BK,HM,1,RP,2.4,1.0,0.84
PP,48.91,152192.0,986.0,BK,HM,1,RP,2.4,1.0,0.84
PP,48.91,152192.0,986.0,BK,HM,1,RP,2.4,1.0,0.84
PP,48.91,152192.0,986.0,BK,HM,1,RP,2.4,1.0,0.84
PP,48.91,152192.0,986.0,BK,HM,1,RP,2.4,1.0,0.84
PP,34.0,209199.6,1300.2,BK,HM,1,RP,2.2,0.77,0.7
PP,34.0,209200.0,1300.0,BK,HM,1,RP,2.2,1.0,0.7
PP,22.0,163667.0,914.34,BK,INJ,1,RP,3.1,1.2,1.1
PP,48.91,152192.0,986.0,BK,HM,1,RP,2.4,1.0,0.84
PP,48.91,152192.0,986.0,BK,HM,1,RP,2.4,1.0,0.84
PP,20.0,185414.4,974.74,BK,INJ,1,RP,6.4,1.37,1.17
PP,24.5,169792.8,966.74,BK,INJ,1,RP,6.93,1.8,1.35
PP,22.68,177604.0,971.0,BK,INJ,1,RP,6.6,2.0,1.26
PP,22.68,177604.0,971.0,BK,INJ,1,RP,6.6,2.0,1.26
PP,22.68,177604.0,971.0,BK,INJ,1,RP,6.6,2.0,1.26
PP,22.68,177604.0,971.0,BK,INJ,1,RP,6.6,2.0,1.26
PP,22.68,177604.0,971.0,BK,INJ,1,RP,6.6,2.0,1.26
PP,31.0,175946.7,962.72,BK,HM,1,RP,6.8,1.14,1.04
