Items,melt,traction,COULEUR,I_CM,I_G,I_F,cendre,I1
HIPS,4.5,1027.0,BK,X,1,RP,4.3,1.0
HIPS,4.7,1031.6,BK,X,1,RP,4.4,1.3
-,4.5,1027.0,BK,X,1,RP,4.3,1.0
HIPS,6.2,967.84,BK,X,S,RP,3.0,1.7
HIPS,6.79,967.0,BK,X,S,RP,2.5,2.0
HIPS,6.2,965.54,BK,X,S,RP,2.5,1.8
-,6.79,967.0,BK,X,S,RP,2.5,2.0
HIPS,4.2,869.58,MIX,X,1,RP,3.3,2.27
HIPS,4.17,884.0,MIX,X,1,RP,3.1,2.0
HIPS,4.0,892.22,MIX,X,1,RP,3.1,2.28
PP,19.5,976.0,BK,INJ,1,RP,6.3,1.0
PP,20.0,975.68,BK,INJ,1,RP,6.4,1.2
HIPS,6.2,1145.2,BK,X,1,RP,3.8,1.47
HIPS,7.01,1127.0,BK,X,1,RP,3.3,1.0
HIPS,6.1,1159.8,BK,X,1,RP,3.3,1.3
HIPS,6.0,1144.6,BK,X,1,RP,3.2,1.55
HIPS,6.2,1177.2,BK,X,1,RP,3.1,1.5
HIPS,8.0,1094.0,BK,X,1,RP,2.78,0.97
HIPS,8.0,1043.0,BK,X,1,RP,2.7,1.43
HIPS,4.1,834.0,BK,X,1,RP,7.4,1.46
HIPS,5.18,864.0,BK,X,1,RP,8.4,2.0
HIPS,6.2,858.22,BK,X,1,RP,9.0,1.73
HIPS,4.5,888.62,BK,X,1,RP,8.2,1.6
HIPS,5.3,873.18,BK,X,1,RP,8.6,1.71
HIPS,4.1,890.0,MIX,X,1,RP,3.0,2.5
PP,70.0,948.1,BK,INJ,1,RP,8.6,0.82
PP,41.99,977.0,BK,INJ,1,RP,8.6,1.0
PP,39.0,994.4,BK,INJ,1,RP,9.4,0.9
PP,39.0,983.68,BK,INJ,1,RP,8.5,0.98
PP,40.0,976.98,BK,INJ,1,RP,8.7,0.9
-,42.16,955.0,BK,INJ,1,RP,8.6,1.0
HIPS,6.3,999.74,BK,X,S,RP,4.6,1.05
HIPS,6.3,995.0,BK,X,S,RP,4.1,1.0
HIPS,6.0,990.92,BK,X,S,RP,4.5,1.5
HIPS,4.6,884.24,BK,X,1,RP,6.0,1.4
PP,22.0,1122.2,BK,HM,CH,RP,6.3,1.1
PP,28.0,1137.2,BK,HM,1,RP,1.9,0.92
PP,31.25,1142.0,BK,HM,1,RP,1.8,1.0
PP,38.0,989.5,BK,HM,1,RP,9.9,0.94
PS,4.14,1204.8,MIX,X,1,RP,0.5,1.24
PS,4.78,1209.0,MIX,X,1,RP,0.9,1.0
PS,4.2,1213.6,MIX,X,1,RP,1.0,0.82
HIPS,6.88,1041.0,BK,X,1,RP,2.8,1.0
HIPS,7.6,1009.02,BK,X,1,RP,3.1,1.2
HIPS,8.4,1018.82,BK,X,1,RP,3.5,1.11
HIPS,7.12,1020.94,BK,X,1,RP,2.15,1.17
HIPS,7.2,1054.23,BK,X,1,RP,3.0,1.1
HIPS,6.5,1074.6,BK,X,1,RP,1.63,1.44
PP,40.41,1180.0,BK,HM,1,RP,2.6,1.0
PP,41.0,1223.2,BK,HM,1,RP,3.0,0.6
PP,49.2,1187.6,BK,HM,1,RP,1.2,0.6
HIPS,5.7,973.36,BK,X,S,RP,4.1,1.83
HIPS,6.18,966.0,BK,X,S,RP,3.4,2.0
HIPS,6.3,958.24,BK,X,S,RP,3.6,2.02
PP,20.67,1130.0,BK,INJ,1,RP,4.7,1.0
PP,27.0,1141.4,BK,INJ,1,RP,5.0,0.6
PP,34.5,940.64,BK,HM,1,RP,3.8,1.1
PP,35.0,1193.2,BK,HM,1,RP,3.1,0.69
PP,39.01,1232.0,BK,HM,1,RP,2.7,1.0
PP,37.0,1259.4,BK,HM,1,RP,2.6,0.51
PP,40.0,1244.2,BK,HM,1,RP,3.1,0.53
PP,36.0,1230.0,BK,HM,1,RP,2.7,0.49
HIPS,3.1,1065.8,BK,X,1,RP,1.8,1.11
HIPS,3.1,1050.6,BK,X,1,RP,2.0,1.16
PP,30.65,1006.0,BK,HM,1,RP,3.6,1.0
HIPS,7.1,1085.4,BK,X,1,RP,3.9,1.16
HIPS,6.79,1078.0,BK,X,1,RP,3.1,1.0
HIPS,7.0,1103.6,BK,X,1,RP,4.4,1.1
HIPS,7.64,1065.4,BK,X,1,RP,2.34,1.49
HIPS,7.0,1053.5,BK,X,1,RP,4.1,1.3
HIPS,7.2,1076.4,BK,X,1,RP,4.0,1.55
HIPS,6.0,1050.6,BK,X,1,RP,2.0,1.2
PP,34.3,1070.2,BK,HM,1,RP,1.5,0.88
PP,32.89,1067.0,BK,HM,1,RP,1.7,1.0
PP,34.2,1079.8,BK,HM,1,RP,1.06,0.83
PP,32.0,1049.8,BK,HM,1,RP,2.0,0.89
PP,40.0,1143.2,BK,HM,1,RP,2.9,0.77
PP,28.0,1095.0,BK,HM,1,RP,1.3,0.78
PP,32.17,1107.0,BK,HM,1,RP,1.7,1.0
PP,28.0,1112.0,BK,HM,1,RP,1.79,0.6
ABS,4.17,1241.0,BK,X,1,RP,1.7,2.0
PP,36.0,1324.4,BK,HM,1,RP,1.9,1.92
PP,45.56,1290.0,BK,HM,1,RP,1.6,1.0
PP,37.0,1255.5,BK,HM,1,RP,1.7,0.78
PP,18.0,776.14,BK,INJ,1,RP,0.8,5.65
PP,20.0,760.0,BK,INJ,1,RP,11.2,6.0
PP,21.0,744.06,BK,INJ,1,RP,15.8,5.71
ABS,0.89,1490.33,BK,EXT,S,RP,1.5,7.13
ABS,0.95,1556.0,BK,EXT,S,RP,1.4,7.0
ABS,0.97,1461.0,BK,EXT,S,RP,1.3,6.92
ABS,0.98,1717.0,BK,EXT,S,RP,1.3,6.0
HIPS,6.24,1134.4,BK,X,1,RP,2.8,1.21
HIPS,7.11,1094.0,BK,X,1,RP,2.6,1.0
HIPS,7.4,1108.6,BK,X,1,RP,2.8,1.55
HIPS,7.8,1037.6,BK,X,1,RP,2.4,1.3
PP,35.0,1177.0,BK,HM,1,RP,1.8,1.0
PP,20.0,931.16,BK,HM,1,RP,1.7,1.73
PP,21.77,942.0,BK,HM,1,RP,0.9,2.0
PP,24.0,925.54,BK,HM,1,RP,1.1,1.69
PP,31.88,993.0,BK,INJ,1,RP,1.9,1.0
PP,22.0,1122.2,MIX,INJ,1,RG,0.3,0.85
PP,8.0,885.34,BK,INJ,1,RP,9.0,2.32
PP,8.0,885.0,BK,INJ,1,RP,9.0,2.0
PP,40.0,1081.6,BK,INJ,1,RP,1.6,0.77
PP,19.0,1111.0,BK,INJ,1,RP,3.0,0.9
PP,19.0,1096.5,BK,INJ,1,RP,6.0,0.73
PP,17.6,1061.0,BK,INJ,1,RP,7.7,0.9
PP,19.2,1048.0,BK,INJ,1,RP,7.4,1.0
PP,20.0,924.4,BK,INJ,1,RP,8.3,0.92
PP,40.0,1142.0,BK,INJ,1,RP,4.4,0.7
PP,37.5,1089.0,BK,INJ,1,RP,3.7,1.0
PP,40.0,1057.8,BK,INJ,1,RP,3.0,0.65
PP,42.0,1066.0,BK,INJ,1,RP,4.4,0.6
PP,5.2,601.34,BK,OFF,1,RP,0.8,9.52
PP,3.81,649.0,BK,OFF,1,RP,1.3,12.0
PP,3.2,750.26,BK,OFF,1,RP,1.1,12.93
PP,3.6,641.56,BK,OFF,1,RP,1.5,12.0
PP,19.0,1033.2,MIX,INJ,1,RG,6.9,1.01
PP,36.0,1032.4,BK,HM,1,RP,3.2,0.74
PPH,3.0,1334.0,MIX,OFF,1,RP,1.3,0.95
PPH,3.0,1334.0,MIX,OFF,1,RP,1.3,1.0
PP,21.0,1043.2,BK,INJ,1,RP,5.6,1.0
PP,25.0,1037.2,BK,INJ,1,RP,5.8,0.97
PP,41.63,1028.0,BK,INJ,1,RP,6.5,1.0
PP,38.0,1018.8,BK,INJ,1,RP,6.3,1.0
PP,40.0,1026.6,BK,INJ,1,RP,5.8,0.9
PP,26.0,758.42,BK,INJ,1,RP,7.4,1.56
PPH,3.9,1127.0,MIX,OFF,1,RP,5.0,1.0
PPH,6.0,1044.32,MIX,OFF,1,RP,1.2,0.75
ABS,3.3,892.95,BK,X,1,RP,2.2,1.57
ABS,3.4,904.0,BK,X,1,RP,1.9,2.0
ABS,3.5,914.24,BK,X,1,RP,1.6,1.64
PPH,24.0,1084.25,BK,INJ,1,RP,3.4,0.49
PPH,21.0,1089.5,BK,INJ,1,RP,4.2,0.64
PPH,30.0,1130.6,BK,INJ,1,RP,3.0,0.5
PPH,25.0,1101.0,BK,INJ,1,RP,4.2,1.0
HIPS,5.6,1069.4,BK,X,S,RP,4.3,0.64
HIPS,5.35,1105.0,BK,X,S,RP,4.6,1.0
HIPS,5.3,1103.6,BK,X,S,RP,3.9,0.69
HIPS,5.3,1101.4,BK,X,S,RP,4.2,0.73
-,5.35,1105.0,BK,X,S,RP,4.6,1.0
PP,35.0,1062.6,BK,HM,1,RP,5.0,0.6
PP,17.0,1047.8,MIX,INJ,1,RP,8.8,0.84
PPH,36.0,1261.2,BK,INJ,1,RP,3.1,0.59
PP,18.0,786.02,BK,INJ,1,RP,5.6,2.34
PPH,35.0,1187.0,BK,INJ,1,RP,3.0,1.0
PPH,34.0,1176.2,BK,INJ,1,RP,3.0,0.64
PPH,35.0,1123.0,BK,INJ,1,RP,3.0,0.6
PP,35.0,1112.8,BK,HM,1,RP,4.5,0.84
PP,15.0,1211.6,MIX,INJ,1,RG,1.4,1.1
PPH,29.0,1068.3,BK,INJ,1,RP,3.2,0.76
PPH,33.0,1085.4,BK,INJ,1,RP,3.4,0.7
PPH,33.25,1069.0,BK,INJ,1,RP,3.2,1.0
PPH,32.0,1053.8,BK,INJ,1,RP,3.1,0.61
HIPS,10.0,919.52,BK,X,1,RP,5.3,1.59
HIPS,11.0,924.3,BK,X,1,RP,5.7,1.6
HIPS,9.7,910.0,BK,X,1,RP,5.7,2.0
HIPS,10.0,884.7,BK,X,1,RP,5.8,1.69
HIPS,7.0,950.06,BK,X,1,RP,3.9,1.52
HIPS,6.74,982.0,BK,X,1,RP,5.3,1.0
HIPS,6.5,999.92,BK,X,1,RP,5.4,1.45
HIPS,6.5,979.98,BK,X,1,RP,5.5,1.5
HIPS,7.0,967.76,BK,X,1,RP,5.8,1.52
HIPS,6.6,980.7,BK,X,1,RP,5.2,1.2
HIPS,6.5,1012.6,BK,X,1,RP,5.1,1.3
PPH,34.0,1016.6,BK,INJ,1,RP,2.4,0.72
PPH,34.8,1047.0,BK,INJ,1,RP,2.7,1.0
PPH,33.0,1028.4,BK,INJ,1,RP,2.6,0.73
PPH,35.0,1097.4,BK,INJ,1,RP,2.9,0.65
HIPS,7.0,933.56,BK,X,1,RP,5.0,1.6
HIPS,6.4,971.28,BK,X,S,RP,4.3,1.6
HIPS,6.56,982.0,BK,X,S,RP,3.5,2.0
HIPS,6.6,992.74,BK,X,S,RP,4.7,1.7
PP,13.0,947.6,BK,INJ,1,RP,2.4,10.59
PP,14.0,932.38,BK,INJ,1,RP,4.7,10.38
PP,25.0,919.04,BK,INJ,1,RP,2.3,11.14
PP,22.03,952.0,BK,INJ,1,RP,2.2,10.0
PP,20.0,917.12,BK,INJ,1,RP,2.3,10.0
HIPS,6.6,924.64,BK,X,S,RP,4.3,1.5
HIPS,6.59,929.0,BK,X,S,RP,3.9,1.0
HIPS,6.3,933.4,BK,X,S,RP,4.1,1.4
PPH,30.0,1248.0,BK,INJ,1,RP,1.8,0.6
PPH,30.5,1244.0,BK,INJ,1,RP,2.9,1.0
PPH,34.0,1240.8,BK,INJ,1,RP,2.0,0.65
ADDITIFS,2.4,908.22,MIX,X,1,RG,0.6,3.82
ADDITIFS,2.4,908.0,MIX,X,1,RG,0.6,4.0
HIPS,6.2,952.0,BK,X,S,RP,3.0,1.9
HIPS,6.53,951.0,BK,X,S,RP,3.5,2.0
HIPS,6.5,949.88,BK,X,S,RP,3.4,1.99
ABS,1.7,1726.2,BK,X,1,RP,6.4,1.1
ABS,1.9,1672.6,BK,X,1,RP,7.7,0.79
ABS,1.73,1699.0,BK,X,1,RP,7.0,1.0
HIPS,5.6,1158.4,BK,X,1,RP,3.2,0.94
HIPS,4.16,1087.0,BK,X,1,RP,2.8,1.0
HIPS,4.4,1083.4,BK,X,1,RP,2.8,0.97
HIPS,4.3,1038.78,BK,X,1,RP,2.9,1.1
PPH,1.8,706.06,MIX,OFF,1,RP,3.8,6.2
PP,35.98,1056.0,BK,INJ,1,RP,3.6,2.0
PP,40.0,1204.6,BK,INJ,1,RP,3.8,0.63
PP,24.0,944.9,BK,INJ,1,RP,3.3,3.5
PP,24.36,882.0,BK,INJ,1,RP,3.2,5.0
PP,26.0,813.76,BK,INJ,1,RP,3.5,3.18
PPH,23.0,1344.8,BK,INJ,1,RP,1.0,0.66
PPH,27.0,1344.8,BK,INJ,1,RP,1.2,0.6
PPH,31.0,1435.6,BK,INJ,1,RP,1.2,0.66
PP,34.0,1083.8,BK,HM,1,RP,4.2,0.8
PP,18.94,848.0,BK,INJ,1,RP,6.9,11.0
PP,21.0,823.96,BK,INJ,1,RP,7.4,9.88
PP,38.87,789.0,BK,INJ,1,RP,6.4,7.0
PP,37.0,788.92,BK,INJ,1,RP,6.0,3.1
PP,15.3,831.32,BK,INJ,1,RP,3.8,7.83
PP,18.9,822.28,BK,INJ,1,RP,3.72,6.84
PP,18.14,827.0,BK,INJ,1,RP,3.8,7.0
PP,20.4,871.26,BK,INJ,1,RP,7.2,1.69
PS,4.5,1300.0,MIX,X,1,RP,0.29,0.72
PS,4.93,1272.0,MIX,X,1,RP,0.3,1.0
PS,4.7,1233.0,MIX,X,1,RP,0.51,0.95
PS,5.6,1283.0,MIX,X,1,RP,0.12,0.64
PP,18.0,826.76,BK,INJ,1,RP,4.1,6.0
PP,18.0,848.5,BK,INJ,1,RP,4.3,8.32
PP,17.79,838.0,BK,INJ,1,RP,4.1,9.0
PP,21.75,826.0,BK,INJ,1,RP,4.4,5.0
PP,21.0,822.0,BK,INJ,1,RP,4.2,5.68
HIPS,6.8,955.02,BK,X,1,RP,7.8,1.31
HIPS,7.39,968.0,BK,X,1,RP,5.8,1.0
HIPS,7.8,933.86,BK,X,1,RP,6.4,1.3
HIPS,7.4,1002.26,BK,X,1,RP,6.96,1.4
HIPS,7.1,1048.2,BK,X,1,RP,6.4,1.3
HIPS,7.62,964.62,BK,X,1,RP,6.32,1.3
HIPS,7.1,921.48,BK,X,1,RP,3.91,1.45
HIPS,7.18,965.96,BK,X,1,RP,5.64,1.51
HIPS,7.0,950.98,BK,X,1,RP,5.5,1.42
-,7.39,944.0,BK,X,1,RP,5.8,1.0
PPH,36.6,1152.0,BK,INJ,1,RP,6.4,1.0
PP,44.0,794.6,BK,INJ,1,RP,10.5,3.32
PP,24.0,842.54,BK,INJ,1,RP,8.6,2.13
PP,25.55,843.0,BK,INJ,1,RP,8.6,2.0
PP,26.0,890.72,BK,INJ,1,RP,9.7,2.8
PP,22.56,860.0,BK,INJ,1,RP,8.7,2.0
PP,24.0,812.18,BK,INJ,1,RP,9.0,2.192
PP,25.15,914.0,BK,INJ,1,RP,9.2,1.0
PP,26.3,914.06,BK,INJ,1,RP,9.2,1.4
HIPS,5.3,897.18,BK,X,1,RP,4.25,1.82
HIPS,4.84,871.0,BK,X,1,RP,4.9,2.0
HIPS,4.4,866.78,BK,X,1,RP,4.7,1.69
PPH,26.0,1127.2,BK,HM,1,RP,2.1,0.82
PPH,27.0,1107.8,BK,HM,1,RP,2.0,0.68
PPH,32.25,1108.0,BK,HM,1,RP,2.1,1.0
PPH,42.2,1088.0,BK,HM,1,RP,2.04,0.713
HIPS,7.4,969.4,BK,X,1,RP,9.9,0.9
HIPS,7.1,959.8,BK,X,1,RP,9.4,1.0
HIPS,7.8,950.13,BK,X,1,RP,7.2,1.11
HIPS,7.5,995.52,BK,X,1,RP,7.0,1.13
HIPS,7.69,1001.0,BK,X,1,RP,6.5,1.0
HIPS,7.87,1017.64,BK,X,1,RP,4.8,1.36
HIPS,7.88,1008.18,BK,X,1,RP,4.5,0.878
HIPS,8.0,980.58,BK,X,1,RP,5.1,1.0
-,7.69,975.0,BK,X,1,RP,6.5,1.0
PP,35.2,1065.2,BK,HM,1,RP,2.2,0.83
HIPS,5.16,949.98,BK,X,1,RP,4.4,1.41
PPH,30.0,1169.6,BK,HM,1,RP,2.5,0.62
PPH,31.0,1167.8,BK,HM,1,RP,2.8,0.6
PPH,29.5,1160.0,BK,HM,1,RP,2.7,1.0
PPH,29.52,1144.0,BK,HM,1,RP,2.4,0.55
HIPS,6.7,916.68,BK,X,S,RP,4.7,1.49
HIPS,7.12,937.0,BK,X,S,RP,4.8,1.0
HIPS,6.1,958.1,BK,X,S,RP,4.5,1.4
PPH,31.0,1030.8,BK,HM,1,RP,2.75,0.61
PPH,30.93,1092.0,BK,HM,1,RP,2.3,1.0
PPH,30.0,1052.0,BK,HM,1,RP,2.62,0.6
PPH,30.7,1194.2,BK,HM,1,RP,1.95,0.84
PP,34.0,1198.6,BK,HM,1,RP,2.3,0.77
HIPS,8.7,951.68,BK,X,1,RP,4.3,1.4
HIPS,9.97,970.0,BK,X,1,RP,4.8,1.0
HIPS,9.9,958.26,BK,X,1,RP,4.2,1.3
HIPS,11.0,1000.72,BK,X,1,RP,5.88,1.2
HIPS,9.6,971.04,BK,X,1,RP,5.0,1.3
PPH,29.0,1162.6,BK,HM,1,RP,2.46,0.61
PPH,38.8,1214.0,BK,HM,1,RP,2.1,1.0
PPH,32.0,1180.0,BK,HM,1,RP,2.61,0.6
PPH,51.6,1202.0,BK,HM,1,RP,1.9,0.57
PPH,31.0,1185.2,BK,HM,1,RP,1.5,0.73
PPH,34.0,1210.6,BK,HM,1,RP,1.9,0.75
PPH,32.94,1175.0,BK,HM,1,RP,2.1,1.0
PP,34.0,1199.0,BK,HM,1,RP,2.3,1.0
HIPS,3.18,1118.2,BK,X,1,RP,2.95,1.36
HIPS,3.46,1130.0,BK,X,1,RP,3.3,1.0
PPH,28.0,1146.8,BK,INJ,1,RP,2.81,0.59
HIPS,7.1,972.78,BK,X,S,RP,4.1,1.6
HIPS,6.29,970.0,BK,X,S,RP,3.7,2.0
HIPS,6.8,966.8,BK,X,S,RP,2.99,1.6
HIPS,5.06,980.0,BK,X,1,RP,3.9,2.0
HIPS,4.1,966.321,BK,X,1,RP,4.4,1.8
HIPS,5.9,986.92,BK,X,1,RP,5.3,1.6
HIPS,5.67,975.2,BK,X,1,RP,2.9,1.7
HIPS,7.4,942.04,BK,X,S,RP,3.0,1.4
HIPS,5.84,936.0,BK,X,S,RP,3.4,1.0
HIPS,7.0,929.44,BK,X,S,RP,2.6,1.41
HIPS,9.3,994.88,BK,X,1,RP,3.58,0.96
PP,19.14,820.1,BK,INJ,1,RP,6.5,3.47
PP,27.0,784.46,BK,INJ,1,RP,8.1,2.4
PP,28.0,756.03,BK,INJ,1,RP,8.0,1.87
PP,27.49,765.0,BK,INJ,1,RP,8.0,2.0
PP,32.8,762.78,BK,INJ,1,RP,8.5,4.0
PP,33.0,768.94,BK,INJ,1,RP,7.5,2.4
PP,25.0,757.98,BK,INJ,1,RP,7.41,2.23
-,27.15,767.0,BK,INJ,1,RP,8.0,2.0
PP,30.0,1252.4,BK,HM,1,RP,2.7,0.66
ABS,4.46,1483.0,BK,INJ,1,RP,3.4,3.0
HIPS,5.0,1002.26,BK,X,1,RP,2.9,1.94
HIPS,5.4,983.0,BK,X,1,RP,3.0,1.0
HIPS,5.9,1063.6,BK,X,1,RP,4.8,1.05
HIPS,5.5,882.68,BK,X,1,RP,2.6,1.21
PP,23.0,1229.2,BK,HM,1,RP,2.8,1.0
PP,22.88,1223.0,BK,HM,1,RP,2.3,1.0
PP,16.0,1217.0,BK,HM,1,RP,2.0,0.86
PP,20.5,921.48,BK,HM,1,RP,2.8,1.6
PP,30.0,968.3,BK,HM,1,RP,2.5,1.5
PP,13.6,1476.75,BK,INJ,1,RP,0.72,0.55
PP,18.05,1480.0,BK,INJ,1,RP,0.8,1.0
PP,14.6,1483.4,BK,INJ,1,RP,0.96,0.63
PP,25.0,1484.8,BK,INJ,1,RP,0.97,0.56
PP,23.0,1371.5,BK,INJ,1,RP,1.75,0.8
PP,22.32,1476.75,BK,INJ,1,RP,0.44,0.61
PP,41.9,884.42,BK,HM,1,RP,11.2,1.82
PP,37.12,858.0,BK,HM,1,RP,11.4,2.0
PP,35.7,904.92,BK,HM,1,RP,10.4,2.1
PP,36.0,881.38,BK,HM,1,RP,10.0,1.8
PP,38.0,800.06,BK,HM,1,RP,11.2,2.0
PP,38.0,1145.4,BK,HM,1,RP,1.76,0.65
PP,37.49,1139.0,BK,HM,1,RP,1.9,1.0
PP,39.0,1162.8,BK,HM,1,RP,2.0,0.62
PP,40.0,1159.2,BK,HM,1,RP,2.0,0.64
HIPS,7.1,892.62,BK,X,1,RP,5.5,1.6
PS,5.3,1254.2,MIX,X,1,RP,0.5,0.99
PS,5.03,1344.0,MIX,X,1,RP,0.5,1.0
PS,5.0,1433.6,MIX,X,1,RP,0.49,0.71
HIPS,5.7,964.54,BK,X,1,RP,3.4,1.7
-,5.06,985.0,BK,X,1,RP,3.9,2.0
PPH,41.0,1137.2,BK,HM,1,RP,2.1,0.8
PPH,35.47,1117.0,BK,HM,1,RP,2.4,1.0
PPH,34.0,1129.0,BK,HM,1,RP,3.0,0.91
HIPS,6.5,1011.04,BK,X,1,RP,5.7,1.63
HIPS,6.25,1013.0,BK,X,1,RP,4.9,2.0
HIPS,6.3,1016.4,BK,X,1,RP,5.4,1.64
HIPS,5.7,1004.94,BK,X,1,RP,5.0,1.51
HIPS,5.2,1013.2,BK,X,1,RP,4.2,1.8
HIPS,5.2,1019.6,BK,X,1,RP,5.0,1.79
PP,27.0,911.28,BK,INJ,1,RP,3.2,1.3
PP,31.0,1140.0,BK,HM,1,RP,5.1,1.0
PP,30.5,1041.42,BK,HM,1,RP,5.1,1.0
HIPS,5.32,1127.2,BK,X,1,RP,4.28,1.68
HIPS,5.15,1116.0,BK,X,1,RP,4.5,2.0
HIPS,4.4,1038.4,BK,X,1,RP,4.4,1.69
HIPS,6.4,1175.4,BK,X,1,RP,5.3,1.23
PPH,34.25,1231.0,BK,HM,1,RP,1.4,1.0
PPH,32.0,1174.0,BK,HM,1,RP,1.2,0.75
ABS,2.76,1741.8,BK,X,S,RP,3.23,3.01
ABS,3.06,1789.0,BK,X,S,RP,2.9,3.0
ABS,2.76,1856.8,BK,X,S,RP,3.1,2.96
ABS,2.8,1825.8,BK,X,S,RP,3.03,3.27
PPH,34.0,1159.8,BK,HM,1,RP,1.85,0.71
PPH,42.84,1181.0,BK,HM,1,RP,1.7,1.0
PPH,58.0,1246.2,BK,HM,1,RP,1.8,0.51
PPH,39.8,1137.0,BK,HM,1,RP,1.6,0.71
PP,22.0,862.04,BK,INJ,1,RP,3.6,11.3
PP,24.0,858.2,BK,INJ,1,RP,3.66,12.08
PP,25.8,861.92,BK,INJ,1,RP,4.0,11.55
PP,23.6,845.5,BK,INJ,1,RP,3.92,11.3
PP,35.6,1010.28,MIX,INJ,1,RG,3.0,1.35
PPH,32.4,1214.2,BK,HM,1,RP,2.4,0.52
PPH,31.0,1238.0,BK,HM,1,RP,1.9,0.52
PPH,32.0,1254.0,BK,HM,1,RP,1.7,0.51
PP,28.0,969.14,BK,INJ,1,RP,2.7,1.22
PP,26.0,1020.33,BK,INJ,1,RP,2.22,1.55
PP,22.47,1008.0,BK,INJ,1,RP,2.5,1.0
PP,25.3,1030.2,BK,INJ,1,RP,1.28,1.3
PP,22.68,1025.6,BK,INJ,1,RP,0.97,1.29
PP,19.0,958.68,BK,INJ,1,RP,1.85,1.47
PP,26.7,986.72,BK,INJ,1,RP,1.78,1.37
PP,21.0,688.96,BK,INJ,S,RP,2.2,11.66
PP,19.41,724.0,BK,INJ,S,RP,2.2,12.0
PP,18.85,740.04,BK,INJ,S,RP,2.83,12.21
PPH,38.44,1192.0,BK,HM,1,RP,1.92,0.55
PP,4.6,1006.52,BK,INJ,1,RP,1.46,12.0
PP,4.88,918.66,BK,INJ,1,RP,1.94,12.63
PP,12.88,828.35,BK,INJ,1,RP,3.45,13.27
PP,10.82,846.52,BK,INJ,1,RP,3.75,14.0
-,22.47,1023.0,BK,INJ,1,RP,2.5,1.0
PP,39.0,963.96,BK,HM,1,RP,2.3,0.85
PP,47.0,943.84,BK,HM,1,RP,1.8,0.94
PP,48.91,986.0,BK,HM,1,RP,2.4,1.0
PP,35.4,1090.0,BK,HM,1,RP,2.4,0.99
PP,69.02,945.56,BK,HM,1,RP,2.6,0.99
PP,34.0,1300.2,BK,HM,1,RP,2.2,0.77
PP,34.0,1300.0,BK,HM,1,RP,2.2,1.0
PP,22.0,914.34,BK,INJ,1,RP,3.1,1.2
PP,20.0,974.74,BK,INJ,1,RP,6.4,1.37
PP,24.5,966.74,BK,INJ,1,RP,6.93,1.8
PP,22.68,971.0,BK,INJ,1,RP,6.6,2.0
PP,31.0,962.72,BK,HM,1,RP,6.8,1.14
PPH,31.0,988.82,BK,HM,1,RP,3.0,0.88
PPH,35.72,1031.0,BK,HM,1,RP,1.8,1.0
PPH,48.0,1089.4,BK,HM,1,RP,1.6,0.55
PPH,42.0,1013.4,BK,HM,1,RP,1.8,0.62
PPH,56.0,1119.2,BK,HM,1,RP,2.36,0.55
PPH,45.72,1111.0,BK,HM,1,RP,1.9,1.0
PP,7.23,647.28,BK,INJ,1,RP,2.68,10.42
PP,10.58,690.0,BK,INJ,1,RP,2.0,11.0
HIPS,8.84,892.0,BK,INJ,1,RP,4.3,2.0
HIPS,8.31,882.0,BK,INJ,1,RP,4.2,1.73
HIPS,9.1,870.36,BK,INJ,1,RP,3.56,1.8
-,8.84,909.0,BK,INJ,1,RP,4.3,2.0
PPH,36.0,1278.2,BK,HM,1,RP,3.45,0.67
PPH,41.7,1295.0,BK,HM,1,RP,2.2,1.0
PPH,35.0,1295.2,BK,HM,1,RP,2.8,0.58
PPH,48.3,1308.6,BK,HM,1,RP,1.66,0.6
HIPS,3.0,1129.0,BK,X,1,RP,4.2,0.99
HIPS,3.14,1110.0,BK,X,1,RP,3.6,1.0
HIPS,2.6,1117.4,BK,X,1,RP,4.1,1.0
HIPS,3.4,1122.0,BK,X,1,RP,3.2,1.27
HIPS,3.5,1073.0,BK,X,1,RP,2.7,1.06
PPH,128.0,1215.6,BK,HM,1,RP,1.44,0.52
PPH,30.0,1128.6,BK,HM,1,RP,1.9,0.56
PPH,30.22,1197.0,BK,HM,1,RP,2.2,1.0
PPH,28.0,1164.2,BK,HM,1,RP,2.2,0.58
PPH,31.0,1297.6,BK,HM,1,RP,2.3,0.56
PP,34.0,1123.0,BK,HM,1,RP,2.4,0.97
HIPS,9.1,828.46,BK,INJ,1,RP,6.0,1.62
HIPS,9.6,873.1,BK,INJ,1,RP,4.22,1.63
HIPS,9.96,894.0,BK,INJ,1,RP,4.4,1.0
HIPS,9.8,931.12,BK,INJ,1,RP,4.3,1.11
HIPS,8.2,944.2,BK,INJ,1,RP,4.0,1.63
PP,28.0,929.38,BK,INJ,1,RP,1.5,1.66
ABS,2.9,1790.6,GREY,INJ,S,RP,1.7,2.9
ABS,2.98,1829.0,GREY,INJ,S,RP,2.0,3.0
ABS,2.98,1811.0,GREY,INJ,S,RP,1.68,3.0
ABS,3.37,1884.8,GREY,INJ,S,RP,2.3,2.7
PP,36.4,1093.8,BK,HM,1,RP,4.1,1.17
PP,32.75,1098.0,BK,HM,1,RP,3.6,1.0
PP,33.84,1097.8,BK,HM,1,RP,4.1,1.19
PP,34.0,1123.0,BK,HM,1,RP,2.4,1.0
PPH,37.24,1202.0,BK,HM,1,RP,1.7,1.0
